geo	series	samn	donor_id	has_samn	has_donor	samn_is_cross	title	characteristics	molecule	instrument	data_processing	library_source	extract_protocol	scprob	lib_size_a3
GSM2072368	GSE78560	SAMN04284325	NA	TRUE	FALSE	TRUE	total RNA-seq from K562 (ENCLB062ZZZ)	line: K562,biomaterial_type: immortalized cell line,description: The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises. ENCODE3 RNA-seq evaluation replicate 2.,biosample encode accession: ENCBS088RNA (SAMN04284325),age: 53 year,dev stage: adult,passage number: 5,Sex: female,health state: chronic myelogenous leukemia (CML),lab: Brenton Graveley, UConn,link: ENCBS088RNA at ENCODE; https://www.encodeproject.org/ENCBS088RNA/,link: Derived from ENCODE donor ENCDO000AAD; https://www.encodeproject.org/ENCDO000AAD/,link: growth protocol; https://www.encodeproject.org/documents/24b67f9c-c791-4a2a-a33b-419794e4681a/@@download/attachment/Graveley-K562-growth-protocol.pdf,link: ENCODE dbxrefs Cellosaurus CVCL_0004; http://web.expasy.org/cellosaurus/CVCL_0004,link: ATCC sample source; http://www.atcc.org/Products/All/CCL-243.aspx	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Ambion mirVana,extraction protocol: https://www.encodeproject.org/documents/428a184d-7fa1-4599-9d8d-749c2eba7edd/@@download/attachment/cms_055740.pdf, extraction protocol: https://www.encodeproject.org/documents/f0cc5a7f-96a5-4970-9f46-317cc8e2d6a4/@@download/attachment/cms_055423.pdf	0.2063896088543785	79706101
GSM2072382	GSE78567	SAMN04284289	encdo070aaa	TRUE	TRUE	TRUE	total RNA-seq from heart (ENCLB184ZZZ)	tissue_type: heart,biomaterial_type: tissue,description: Human fetal heart,biosample encode accession: ENCBS056RNA (SAMN04284289),age: 19 week,donor_id: ENCDO070AAA,dev stage: fetal,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS056RNA at ENCODE; https://www.encodeproject.org/ENCBS056RNA/,link: Derived from ENCODE donor ENCDO070AAA; https://www.encodeproject.org/ENCDO070AAA/,link: data sheet; https://www.encodeproject.org/documents/490b0e1b-d71f-43d3-8a89-3d1c6d0a93f0/@@download/attachment/B608271.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244122-50	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf,extraction method: see document,general protocol: https://www.encodeproject.org/documents/abe1908b-acaa-4f9e-b68d-04b490614f04/@@download/attachment/SID38153.pdf	0.02125277986447566	30887059
GSM2072394	GSE78573	SAMN04284302	encdo070aaa	TRUE	TRUE	TRUE	total RNA-seq from skeletal muscle tissue (ENCLB195ZZZ)	tissue_type: skeletal muscle tissue,biomaterial_type: tissue,description: Human fetal skeletal muscle Tissue,biosample encode accession: ENCBS067RNA (SAMN04284302),age: 19 week,donor_id: ENCDO070AAA,dev stage: fetal,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS067RNA at ENCODE; https://www.encodeproject.org/ENCBS067RNA/,link: Derived from ENCODE donor ENCDO070AAA; https://www.encodeproject.org/ENCDO070AAA/,link: data sheet; https://www.encodeproject.org/documents/b043f4cd-8c2c-4070-ae4b-78d6e338e8f4/@@download/attachment/A508111.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244171-50	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf,extraction method: see document,general protocol: https://www.encodeproject.org/documents/aeccd43a-7bf8-44e0-a88b-d40cde4fc376/@@download/attachment/SID38154.pdf	0.09541334515638582	52399787
GSM2072406	GSE78579	SAMN04284317	encdo067aaa	TRUE	TRUE	TRUE	total RNA-seq from tongue (ENCLB208ZZZ)	tissue_type: tongue,biomaterial_type: tissue,description: Human fetal tongue,biosample encode accession: ENCBS080RNA (SAMN04284317),age: 24 week,donor_id: ENCDO067AAA,dev stage: fetal,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS080RNA at ENCODE; https://www.encodeproject.org/ENCBS080RNA/,link: Derived from ENCODE donor ENCDO067AAA; https://www.encodeproject.org/ENCDO067AAA/,link: data sheet; https://www.encodeproject.org/documents/468b0521-a662-4567-aaf8-168a2207769d/@@download/attachment/B608339.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244267-50	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf,extraction method: see document,general protocol: https://www.encodeproject.org/documents/84beabae-382c-40e8-9f09-ad2377cdceda/@@download/attachment/SID38199.pdf	0.06297998897808217	46062514
GSM2072487	GSE78621	SAMN04284488	NA	TRUE	FALSE	TRUE	total RNA-seq from OCI-LY7 (ENCLB092UNV)	line: OCI-LY7,biomaterial_type: immortalized cell line,description: established from the peripheral blood sample of a 48-year-old man with B-cell Non-Hodgkin lymphoma (B-NHL, diffuse large cell lymphoma, DLCL, stage 2A, at relapse) in 1984,biosample encode accession: ENCBS865AAA (SAMN04284488),age: 48 year,dev stage: adult,Sex: male,health state: B cell lymphoma,lab: Bradley Bernstein, Broad,link: ENCBS865AAA at ENCODE; https://www.encodeproject.org/ENCBS865AAA/,link: Derived from ENCODE donor ENCDO351AAA; https://www.encodeproject.org/ENCDO351AAA/,link: ENCODE dbxrefs Cellosaurus CVCL_1881; http://web.expasy.org/cellosaurus/CVCL_1881	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf,extraction method: see document,general protocol: https://www.encodeproject.org/documents/4b5094bf-4128-470b-8afc-8e90360dc86d/@@download/attachment/LID288492.pdf	0.014146983706893775	47052491
GSM2072519	GSE78637	SAMN04284414	NA	TRUE	FALSE	TRUE	polyA mRNA RNA-seq from SK-N-DZ (ENCLB714MUL)	line: SK-N-DZ,biomaterial_type: immortalized cell line,description: An immortalized neuroblastoma (brain) cell line derived from a metastatic site in the bone marrow of a 2 year old female.,biosample encode accession: ENCBS514GVM (SAMN04284414),age: 2 year,dev stage: child,Sex: female,lab: Thomas Gingeras, CSHL,subcellular fraction term name: nucleus,link: ENCBS514GVM at ENCODE; https://www.encodeproject.org/ENCBS514GVM/,link: Derived from ENCODE donor ENCDO340AAA; https://www.encodeproject.org/ENCDO340AAA/,link: ENCODE dbxrefs Cellosaurus CVCL_1701; http://web.expasy.org/cellosaurus/CVCL_1701,link: ATCC sample source; http://www.atcc.org/Products/All/CRL-2149.aspx	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/09ae1606-4a2c-4cf2-951e-d14c20846576/@@download/attachment/293602.pdf	0.03621570331364893	43545541
GSM2072609	GSE78682	SAMN04284356	encdo336aaa	TRUE	TRUE	TRUE	total RNA-seq from induced pluripotent stem cell (ENCLB984FOR)	cell_type: induced pluripotent stem cell,biomaterial_type: induced pluripotent stem cell line,description: These are induced pluripotent stem cells (iPSC) created from the PGP1 donor from the Personal Genome Project (PGP).,biosample encode accession: ENCBS368AAA (SAMN04284356),age: 53 year,donor_id: ENCDO336AAA,dev stage: adult,Sex: male,lab: Thomas Gingeras, CSHL,link: ENCBS368AAA at ENCODE; https://www.encodeproject.org/ENCBS368AAA/,link: Derived from ENCODE donor ENCDO336AAA; https://www.encodeproject.org/ENCDO336AAA/,link: iPS reprogramming protocol; https://www.encodeproject.org/documents/c35ba7b3-0c2a-4794-8a59-c608e716e4b2/@@download/attachment/Methods_PGP1_iPSC.pdf,link: ENCODE dbxrefs Cellosaurus CVCL_F182; http://web.expasy.org/cellosaurus/CVCL_F182,link: Coriell sample source; http://www.ccr.coriell.org/Sections/Search/Sample_Detail.aspx?Ref=GM23338&PgId=166	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf,extraction method: see document,general protocol: https://www.encodeproject.org/documents/1b20a77a-bc0f-43ba-ab44-87497a17c9dc/@@download/attachment/291183.pdf	0.08842868341816747	57115461
GSM2138667	GSE80836	SAMN04875914	NA	TRUE	FALSE	TRUE	shRNA RNA-seq from HepG2 (ENCLB081GDF)	antibody: Control,line: HepG2,biomaterial_type: immortalized cell line,description: RNA-seq on HepG2 cells treated with an Control shRNA against no target. (NT_BGHLV14-2),biosample encode accession: ENCBS628IQK (SAMN04875914),age: 15 year,dev stage: child,Sex: male,health state: hepatocellular carcinoma,lab: Brenton Graveley, UConn,link: ENCBS628IQK at ENCODE; https://www.encodeproject.org/ENCBS628IQK/,link: Derived from ENCODE donor ENCDO000AAC; https://www.encodeproject.org/ENCDO000AAC/,link: general protocol; https://www.encodeproject.org/documents/f08f3256-32f0-4a46-8965-6cf9ac38a400/@@download/attachment/Graveley-HepG2-growth-protocol.pdf,link: ENCODE dbxrefs Cellosaurus CVCL_0027; http://web.expasy.org/cellosaurus/CVCL_0027	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/842a227d-6f54-441b-a0d8-860b71f34e2d/@@download/attachment/L-NT_BGHLV14-2_1.pdf	0.006995320585862339	18844630
GSM2138733	GSE80867	SAMN04875913	NA	TRUE	FALSE	TRUE	shRNA RNA-seq from HepG2 (ENCLB807KAY)	antibody: Control,line: HepG2,biomaterial_type: immortalized cell line,description: RNA-seq on HepG2 cells treated with an Control shRNA against no target (NT-BGHLV12-01-93),biosample encode accession: ENCBS623BZF (SAMN04875913),age: 15 year,dev stage: child,Sex: male,health state: hepatocellular carcinoma,lab: Brenton Graveley, UConn,link: ENCBS623BZF at ENCODE; https://www.encodeproject.org/ENCBS623BZF/,link: Derived from ENCODE donor ENCDO000AAC; https://www.encodeproject.org/ENCDO000AAC/,link: general protocol; https://www.encodeproject.org/documents/f08f3256-32f0-4a46-8965-6cf9ac38a400/@@download/attachment/Graveley-HepG2-growth-protocol.pdf,link: ENCODE dbxrefs Cellosaurus CVCL_0027; http://web.expasy.org/cellosaurus/CVCL_0027	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/b2fd1115-44f3-4b38-9b75-050ac3272e78/@@download/attachment/L-NT-BGHLV12-01.pdf	0.0075063578658317144	31154275
GSM2343250	GSE88047	SAMN05897764	NA	TRUE	FALSE	TRUE	shRNA RNA-seq from K562 (ENCLB779XQN)	antibody: Control,line: K562,biomaterial_type: immortalized cell line,description: RNA-seq on K562 cells treated with an shRNA knockdown against Nontarget. (NT_BGKLV29-1),biosample encode accession: ENCBS975JQF (SAMN05897764),dev stage: adult,Sex: female,age: 53 year,health state: chronic myelogenous leukemia (CML),lab: Brenton Graveley, UConn,link: ENCBS975JQF at ENCODE; https://www.encodeproject.org/ENCBS975JQF/,link: Derived from ENCODE donor ENCDO000AAD; https://www.encodeproject.org/ENCDO000AAD/,link: growth protocol; https://www.encodeproject.org/documents/24b67f9c-c791-4a2a-a33b-419794e4681a/@@download/attachment/Graveley-K562-growth-protocol.pdf,link: ENCODE dbxrefs Cellosaurus CVCL_0004; http://web.expasy.org/cellosaurus/CVCL_0004	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/a2c34d7e-b06e-47bc-b446-5d891b0fc47e/@@download/attachment/L-NTB_BGKLV29-1.pdf	0.0033197121612908833	22670629
GSM2343322	GSE88083	SAMN05897696	NA	TRUE	FALSE	TRUE	shRNA RNA-seq from K562 (ENCLB687XPH)	antibody: Control,line: K562,biomaterial_type: immortalized cell line,description: RNA-seq on K562 cells treated with an shRNA knockdown against non-target. (NT_BGKLV34-1),biosample encode accession: ENCBS922JMC (SAMN05897696),dev stage: adult,Sex: female,age: 53 year,health state: chronic myelogenous leukemia (CML),lab: Brenton Graveley, UConn,link: ENCBS922JMC at ENCODE; https://www.encodeproject.org/ENCBS922JMC/,link: Derived from ENCODE donor ENCDO000AAD; https://www.encodeproject.org/ENCDO000AAD/,link: growth protocol; https://www.encodeproject.org/documents/24b67f9c-c791-4a2a-a33b-419794e4681a/@@download/attachment/Graveley-K562-growth-protocol.pdf	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/28ead38a-7cf9-438c-b5bd-13128c10b8df/@@download/attachment/L-NT_BGKLV34-1.pdf	0.002874336750839088	28355518
GSM2343673	GSE88254	SAMN05897353	encdo793lxb	TRUE	TRUE	TRUE	total RNA-seq from upper lobe of left lung (ENCLB837IVL)	tissue_type: upper lobe of left lung,biomaterial_type: tissue,description: Lung tissue obtained from GTEx for the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS596PXT (SAMN05897353),age: 53 year,dev stage: adult,donor_id: ENCDO793LXB,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS596PXT at ENCODE; https://www.encodeproject.org/ENCBS596PXT/,link: Derived from ENCODE donor ENCDO793LXB; https://www.encodeproject.org/ENCDO793LXB/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/fa4e0cb7-610b-4841-8e0f-c142699e48f5/@@download/attachment/296293.pdf	0.0021083039671355736	24861811
GSM2343824	GSE88344	SAMN05897083	encdo845wkr	TRUE	TRUE	TRUE	small RNA-seq from upper lobe of left lung (ENCLB483BRP)	tissue_type: upper lobe of left lung,biomaterial_type: tissue,description: Lung tissue obtained from GTEx for the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS320PNF (SAMN05897083),age: 37 year,dev stage: adult,donor_id: ENCDO845WKR,Sex: male,lab: Thomas Gingeras, CSHL,link: ENCBS320PNF at ENCODE; https://www.encodeproject.org/ENCBS320PNF/,link: Derived from ENCODE donor ENCDO845WKR; https://www.encodeproject.org/ENCDO845WKR/	total RNA	Illumina NextSeq 500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/2319f3ec-e5c3-4b2e-a49d-77597115137c/@@download/attachment/LID296636.pdf	0.19746086392365142	16630980
GSM2344272	GSE88608	SAMN05897654	encdo271ouw	TRUE	TRUE	TRUE	small RNA-seq from gastroesophageal sphincter (ENCLB742FOQ)	tissue_type: gastroesophageal sphincter,biomaterial_type: tissue,description: Esophagogastric junction tissue aliquot received by the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS874HID (SAMN05897654),dev stage: adult,Sex: female,donor_id: ENCDO271OUW,age: 51 year,lab: Thomas Gingeras, CSHL,link: ENCBS874HID at ENCODE; https://www.encodeproject.org/ENCBS874HID/,link: Derived from ENCODE donor ENCDO271OUW; https://www.encodeproject.org/ENCDO271OUW/	total RNA	Illumina NextSeq 500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/e976d2fc-7485-495b-9025-ab9e2cfebc16/@@download/attachment/LID296543.pdf	0	9666041
GSM2343211	GSE88023	SAMN05897338	encdo793lxb	TRUE	TRUE	TRUE	total RNA-seq from sigmoid colon (ENCLB554PCH)	tissue_type: sigmoid colon,biomaterial_type: tissue,description: Sigmoid colon tissue aliquot received by the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS581JIS (SAMN05897338),age: 53 year,dev stage: adult,donor_id: ENCDO793LXB,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS581JIS at ENCODE; https://www.encodeproject.org/ENCBS581JIS/,link: Derived from ENCODE donor ENCDO793LXB; https://www.encodeproject.org/ENCDO793LXB/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/db80fa10-3ce2-4f06-a1b7-4e8f39f5c85b/@@download/attachment/296141.pdf	0.006900610868716926	28697001
GSM2343641	GSE88236	SAMN05897325	encdo793lxb	TRUE	TRUE	TRUE	small RNA-seq from esophagus muscularis mucosa (ENCLB368NKG)	tissue_type: esophagus muscularis mucosa,biomaterial_type: tissue,description: Esophagus muscle layer tissue sent from GTEx to the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS571LWZ (SAMN05897325),age: 53 year,dev stage: adult,donor_id: ENCDO793LXB,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS571LWZ at ENCODE; https://www.encodeproject.org/ENCBS571LWZ/,link: Derived from ENCODE donor ENCDO793LXB; https://www.encodeproject.org/ENCDO793LXB/	total RNA	Illumina NextSeq 500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/bb82ca5f-e871-43e6-9336-d81f9979adf9/@@download/attachment/LID296592.pdf	0.0868770721349125	12119854
