cluster_id,study_id,caso,motivo
cgroup_L5_3a0a595f,GSE199800,C,"SPOSTATO: screening multi-farmaco su DU145; il nuovo pool a il braccio «Dasatinib» vs «Control», il riferimento poolava propranololo/metotrexato/tamoxifene/OTX015. Ogni assegnazione e' corretta per il braccio che pool a."
cgroup_L5_3a0a595f,GSE217421,C,Stessa struttura in entrambe (bracci farmaco contro il comune DMSO dei cardiomiociti); il nuovo perde due entry e degrada l'etichetta del materiale da «MSN06 cardiac myocytes» a «MSN01 cells».
cgroup_L5_3a0a595f,GSE229331,C,"Il nuovo aggiunge «Dasatinib 60 min» vs «DMSO 60 min», appaiata sul tempo come quella a 30 min gia' presente."
cgroup_L5_3a0a595f,GSE146096,A,USCITO verso CHEBI:49603 e CHEBI:50924 benche' l'etichetta del riferimento dica «Dasatinib 0.1uM 48h» vs «Vehicle Control»: un confronto che isola il dasatinib non sta piu' nel gruppo del dasatinib.
cgroup_L5_3a0a595f,GSE166617,A,USCITO: «BRAFi resistant SkMel28 + Dasatinib» vs «BRAFi resistant SkMel28 + untreated» e' appaiato sul fondo fenotipico e ora non e' poolato.
cgroup_L5_3a0a595f,GSE171358,A,USCITO verso CHEBI:72317 benche' l'etichetta dica «ACHN cells treated with Dasatinib» vs «Untreated ACHN cells»: coppia pulita di dasatinib tolta da questo gruppo.
cgroup_L5_ba4af011,GSE105951,C,Sola riscrittura del controllo («Untreated Proliferating» → «No Treatment (Proliferating)»).
cgroup_L5_ba4af011,GSE165585,C,"Il riferimento diceva «Control (untreated)», il nuovo «Parent Oral Cancer Cell Line»: il nuovo e' meno chiaro e apre il dubbio parentale-vs-derivata, ma nessuna delle due etichette prova un difetto ne' identifica un insieme di campioni diverso."
cgroup_L5_ba4af011,GSE232305,A,"Il nuovo AGGIUNGE la coppia difettosa «HCT116 P53 Null + irradiation» vs «HCT116 + solvent»; il riferimento poolava solo «irradiation» vs «solvent», senza mismatch di genotipo."
cgroup_L5_7784bb43,GSE128328,C,"Caso-controllo in entrambe: cambia il paziente scelto («PCOS patient 2» ora, «patient 1» nel riferimento) contro lo stesso «Healthy control 1»."
cgroup_L5_7784bb43,GSE156067,C,"In entrambe le coppie sono appaiate sul giorno (ora Day 12 e Day 3, prima Day 3 e Day 7); l'etichetta non dice quale coppia di giorni sia la giusta."
cgroup_L5_7784bb43,GSE173160,C,«PCOS» vs «Control» contro «PCOS» vs «Normal»: stesso contrasto.
cgroup_L5_7784bb43,GSE193812,C,"Il nuovo tiene solo la coppia ASC e perde quella sul tessuto adiposo, entrambe appaiate. Perdita di copertura."
cgroup_L5_dd2a1a58,GSE138252,B,ENTRATO con due coppie appaiate per camera («Heart Failure Heart Left Atrium» vs «Control Heart Left Atrium» e l'omologa destra); il riferimento non lo poolava affatto.
cgroup_L5_dd2a1a58,GSE145154,C,"Stesso contrasto ventricolo-contro-ventricolo, cambia solo la forma dell'etichetta."
cgroup_L5_dd2a1a58,GSE147236,C,"Ora quattro casi contro lo stesso «Healthy Control» e senza il tessuto in etichetta; nel riferimento due coppie con «(Left Ventrice Tissue)» sui due lati. Tutte caso-controllo: il nuovo perde l'indicazione del tessuto e moltiplica il peso, ma nessuna etichetta smentisce l'altra."
cgroup_L5_dd2a1a58,GSE196656,C,"Stesso contrasto, cambia solo la forma («Heart Failure Patients» → «Heart failure patient (age 82)»)."
cgroup_L5_dd2a1a58,GSE135055,A,USCITO: «Heart Failure Case» vs «Healthy Control» e' un caso-controllo pulito e ora non e' poolato in nessuna meta-analisi.
cgroup_L5_f34ff8df,GSE111379,C,"Stessa coppia HeyA8/DMSO, cambia solo la dicitura."
cgroup_L5_f34ff8df,GSE161803,C,Le tre coppie appaiate per linea sono identiche; il nuovo aggiunge dose e tempo in etichetta.
cgroup_L5_f34ff8df,GSE211244,C,"SPOSTATO: studio a piu' bracci con controllo comune «HCT116_DMSO». Il riferimento ne poolava i bracci nutlin-3a e tunicamicina sotto le rispettive chiavi, il nuovo il braccio etoposide. Ciascuna assegnazione e' corretta per il braccio che pool a."
cgroup_L5_f34ff8df,GSE226406,B,"ENTRATO con «U2OS Osteosarcoma Etoposide 20 uM 24h» vs «U2OS Osteosarcoma DMSO 24h», appaiato su linea e tempo; il riferimento lo ometteva."
cgroup_L5_f34ff8df,GSE222221,A,"USCITO: «Etoposide-treated» vs «Control (no treatment)» e' un contrasto pulito, ora perso del tutto."
cgroup_L5_c860712d,GSE101993,A,"Il nuovo sostituisce il controllo di CELLULE del riferimento («Primary Human Bronchial Epithelial Cells Healthy») con «Primary Human Bronchial Tissue», introducendo una discordanza di materiale che prima non era leggibile. Se si accetta la lettura di A, e' C — dichiarato."
cgroup_L5_c860712d,GSE136371,C,Caso-controllo in entrambe; il nuovo passa da 2 a 3 entry aggiungendo «CF_Female» vs «Healthy_Controls_2» e sdoppiando i pool di controllo. Nessuna etichetta smentisce l'altra.
cgroup_L5_c860712d,GSE110935,A,USCITO: «CF Donor 3» vs «Healthy Control Donor 17» e' un caso-controllo legittimo (donatori diversi sono il disegno) e ora non e' poolato in nessuna meta-analisi.
cgroup_L5_a8015c98,GSE106336,C,"Stesso contrasto, il nuovo aggiunge la linea sull'etichetta («Gemcitabine 10 µM» / «PBS vehicle control» → «HPAFII_Gemcitabine_10_uM» / «HPAFII_PBS»)."
cgroup_L5_a8015c98,GSE189764,A,"Il nuovo pool a DUE bracci di combinazione «Gemcitabine ... and Torin 1» contro «Untreated», mentre il riferimento poolava il braccio a singolo agente «Gemcitabine (100 nM)» vs «Untreated». Qui il vecchio azzeccava."
cgroup_L5_a8015c98,GSE97766,C,Il nuovo aggiunge la coppia «Mia-PaCa-2 Gemcitabine» vs «Mia-PaCa-2 Control» accanto a quella PANC-1 gia' presente: entrambe pulite.
cgroup_L5_a8015c98,GSE165548,B,"USCITO a ragione: «Gemcitabine + Radiotherapy» vs «Control - No irradiation - No treatment» aggiunge la radioterapia solo nel trattato, quindi non isolava la gemcitabina."
cgroup_L5_a8015c98,GSE250050,A,"USCITO: «Gemcitabine» vs «No treatment» e' un contrasto pulito, ora perso del tutto."
cgroup_L5_17b35bdc,GSE162285,C,Il nuovo aggiunge la coppia appaiata «MDAMB231 xenograft docetaxel» vs «MDAMB231 xenograft vehicle (negative control)» alle tre gia' presenti nel riferimento: tutte appaiate sul modello.
cgroup_L5_17b35bdc,GSE184427,C,"Ora LuCaP 78 contro LuCaP 78, prima LuCaP 73 contro LuCaP 73: in entrambe il modello e' lo stesso sui due bracci, cambia solo quale PDX viene poolato."
cgroup_L5_17b35bdc,GSE202682,C,"Il nuovo raddoppia la stessa coppia «Docetaxel Treated» vs «Control (Vehicle)»: contrasto identico, cambia il numero di entry e quindi il peso."
cgroup_L5_17b35bdc,GSE217452,A,USCITO: «DU145 Docetaxel» vs «DU145 control» e' appaiato sulla linea e ora non e' poolato in nessuna meta-analisi.
cgroup_L5_3437775a,GSE199800,C,"SPOSTATO: screening multi-farmaco su DU145. Il nuovo pool a il braccio «INK128» vs «DMSO», il riferimento poolava propranololo, metotrexato, tamoxifene e OTX015 sotto le rispettive chiavi. Ogni assegnazione e' corretta per il braccio che pool a."
cgroup_L5_3437775a,GSE246886,C,"SPOSTATO: piu' bracci contro lo stesso «MCF7 + Vehicle (DMSO)». Il riferimento poolava «MCF7 + Rapamycin», il nuovo «MCF7 + Ink128»: due inibitori diversi di mTOR, ciascuno sotto la propria chiave."
cgroup_L5_3437775a,GSE61375,B,"ENTRATO con «INK128 2 hours» vs «DMSO 2 hours», appaiato sul tempo; il riferimento non lo poolava in nessuna meta-analisi."
cgroup_L5_387b0d1a,GSE123658,C,"Caso-controllo in entrambe, cambia solo il donatore sano scelto («Healthy donor 1790» ora, «Healthy donor 0131» nel riferimento)."
cgroup_L5_387b0d1a,GSE131526,C,"Il nuovo aggiunge «Type 1 Diabetes donor 3» contro lo stesso «Healthy Control donor 2» gia' usato nel riferimento: entrambe le assegnazioni sono caso-controllo legittime, il nuovo raddoppia il peso del controllo."
cgroup_L5_dd2a13de,GSE248485,C,"Stesso caso-controllo, cambiano solo le diciture («IPF patient, no treatment» / «Healthy control» → «IPF patient age 76» / «Healthy donor DK22269_01»)."
cgroup_L5_dd2a13de,GSE79544,C,"Il nuovo tiene solo «IPF smokers» vs «Healthy smokers» e perde la coppia appaiata dei non fumatori. Entrambe pulite, il nuovo copre meno."
cgroup_L5_dd2a13de,GSE92592,B,"ENTRATO con «IPF Lung Tissue» vs «Healthy Control Lung Tissue», appaiato sul tessuto; il riferimento non lo poolava affatto."
cgroup_L5_dd2a13de,GSE99621,A,USCITO: «IPF Case Lung Tissue» vs «Healthy Control» e' un caso-controllo pulito e ora non e' poolato in nessuna meta-analisi.
cgroup_L5_c548d053,GSE103501,B,Ora due coppie appaiate per linea ('LPS-treated H-391' vs 'Medium-treated H-391' e SYS-177); il riferimento aveva solo SYS-177.
cgroup_L5_c548d053,GSE104282,B,"Aggiunta la coppia dentro lo stesso paziente HIDS ('HIDS patient 1, LPS 24h' vs 'HIDS patient 1, RPMI 24h'); entrambe appaiate per soggetto."
cgroup_L5_c548d053,GSE110947,B,"ENTRATO con una coppia appaiata nel tempo ('LPS (4h) Donor 34' vs 'Vehicle control (4h)'). Il donatore non e' ripetuto nel controllo: assenza di annotazione, sospetto non difetto; l'ingresso resta un guadagno."
cgroup_L5_c548d053,GSE135640,C,Sola riscrittura ('LPS (double)' vs 'Mock' contro 'treated with LPS' vs 'treated with mock'); stesso contrasto.
cgroup_L5_c548d053,GSE142560,A,Il riferimento aveva DUE coppie col genotipo appaiato (Mir146KO e WT); ora resta solo il Mir146KO. Coppia pulita persa.
cgroup_L5_c548d053,GSE145382,C,"Sola riscrittura; stessi due confronti (8h e 12h) contro lo stesso pool 'unstimulated, donor 157' in entrambe."
cgroup_L5_c548d053,GSE150893,C,Sola riscrittura della dose/tempo; stesso controllo 'control untreated'.
cgroup_L5_c548d053,GSE151796,C,"Etichette equivalenti nelle due esecuzioni (organoide intestinale e polmonare, LPS contro untreated)."
cgroup_L5_c548d053,GSE161031,B,"ENTRATO con il veicolo isolato correttamente: 'LPS (100 ng/mL, 4h) + DMSO' vs 'DMSO'."
cgroup_L5_c548d053,GSE168468,B,"ENTRATO con quattro coppie appaiate nel tempo ('LPS (4h)' vs 'RPMI media (4h)', 'LPS (24h)' vs 'RPMI media (24h)')."
cgroup_L5_c548d053,GSE173807,C,Sola riscrittura ('Neutrophils treated with LPS' contro 'LPS-treated neutrophils').
cgroup_L5_c548d053,GSE190405,A,"Il riferimento aveva anche 'CD26 knockdown + LPS' vs 'CD26 knockdown', con la genetica su ENTRAMBI i bracci; ora resta solo 'LPS' vs 'PBS'. Coppia pulita persa."
cgroup_L5_c548d053,GSE196243,C,"Sola riscrittura: il codice donatore IIU043 compare sui due bracci ora, 'HC' nel riferimento; stesso contrasto."
cgroup_L5_c548d053,GSE199367,A,"Da cinque coppie tutte appaiate per tempo e donatore (12H/6H/2H, Donor_1 e Donor_2) a due. Coppie pulite perse."
cgroup_L5_c548d053,GSE226280,C,Riscrittura che anzi esplicita il donatore sui due bracci ('Donor Control_300' su trattato e controllo).
cgroup_L5_c548d053,GSE231686,C,"'SLE LPS + 362' vs 'SLE Case Control' contro 'SLE LPS' vs 'SLE Untreated and Unstimulated': il token '+ 362' non e' interpretabile (numero nudo), quindi l'etichetta non dice quale delle due letture sia quella giusta."
cgroup_L5_c548d053,GSE233262,C,Riscrittura che esplicita il genotipo C9orf72 sui due bracci dove il riferimento aveva tre etichette indistinguibili; contrasto invariato.
cgroup_L5_c548d053,GSE241554,C,"Riscrittura ('LPS-treated' contro 'LPS'), stesso controllo."
cgroup_L5_c548d053,GSE245677,B,"Il riferimento poolava 'LPS + BMS treated' vs 'Control (vehicle_only)', cioe' un secondo agente solo nel trattato; ora due coppie pulite (wild-type ed engineered). Difetto rimosso."
cgroup_L5_c548d053,GSE251809,C,"SPOSTATO da CHEBI:84491 (poly(I:C)) a LPS. La riga di confronto e' per STUDIO, non per campione: uno studio su trofoblasti di corion puo' contenere entrambi i PAMP, quindi nessuna delle due assegnazioni e' confutabile dall'etichetta. Si nota comunque la perdita della coppia 'Primary decidual cells + polyIC'."
cgroup_L5_c548d053,GSE272030,B,"ENTRATO con coppia pulita ('Microglia-like cells, LPS' vs '... No Treatment')."
cgroup_L5_c548d053,GSE81478,C,Sola riscrittura ('LPS 10 ng/mL 4h' vs 'Control' contro 'LPS Treated' vs 'Vehicle Control').
cgroup_L5_c548d053,GSE92532,C,"Cambia il donatore dichiarato nel trattato (5 nel riferimento, 4 ora); in ENTRAMBE le esecuzioni il DMSO non dichiara il donatore. L'etichetta non decide."
cgroup_L5_c548d053,GSE135753,A,USCITO: 'LPS Treated Human Macrophages' vs 'Untreated Human Macrophages' era pulita; ora non e' poolata.
cgroup_L5_c548d053,GSE140702,A,USCITO: 'Neurotypical LPS' vs 'Neurotypical Vehicle' era appaiata sul fondo; ora non e' poolata.
cgroup_L5_c548d053,GSE155918,A,USCITO: tre coppie appaiate nel tempo (4h e 24h contro veicolo dello stesso tempo) perse.
cgroup_L5_c548d053,GSE208550,A,USCITO: 'LPS-treated EA.hy926' vs 'Control EA.hy926' era appaiata per linea; ora non e' poolata.
cgroup_L5_c548d053,GSE217012,A,USCITO: 'RA LPS 1' vs 'RA Untreated' era appaiata sul fondo artrite reumatoide; ora non e' poolata.
cgroup_L5_c548d053,GSE76404,B,"USCITO, e giustamente: il confronto di riferimento aveva il sesso disaccoppiato ('African American Male' contro 'African American Female') in un disegno di TRATTAMENTO."
cgroup_L5_c548d053,GSE92852,B,"USCITO, e giustamente: 'IL-10-APC + LPS' e 'moDC + LPS' contro 'moDC (Undifferentiated)' opponevano stati di differenziamento diversi (e nel primo caso anche IL-10)."
cgroup_L5_6df6a50e,GSE114686,C,"Sottoinsiemi diversi delle stesse coppie dose/tempo (ora 24h/168h/72h/6h, nel riferimento 1 uM 24h, 10 uM 24h, 3 uM 168h); in entrambe ogni trattato e' appaiato al DMSO dello stesso tempo."
cgroup_L5_6df6a50e,GSE146096,C,"SPOSTATO. Pannello di screening: il riferimento poolava 32 confronti su 16 farmaci senza sorafenib, ma la riga e' per studio e non stabilisce quali campioni siano questi. Nessuna delle due assegnazioni e' confutabile dall'etichetta."
cgroup_L5_6df6a50e,GSE186341,A,Il riferimento aveva due coppie appaiate per linea con veicolo esplicito (HF2597 e NCI-H1793 contro il rispettivo DMSO); ora ne resta una. Coppia pulita persa - ma il controllo 'NCI-H1793_Untreated' nomina la stessa linea ed e' dentro il tipo di controllo dichiarato dal gruppo.
cgroup_L5_6df6a50e,GSE192771,C,"Sola riscrittura, con perdita della linea nell'etichetta nuova ('Sorafenib treated' vs 'DMSO control' contro 'Huh7 ... Sorafenib' vs 'Huh7 ... DMSO')."
cgroup_L5_6df6a50e,GSE199800,C,"SPOSTATO. Stesso ragionamento del pannello multi-farmaco; l'etichetta nuova ('Sorafenib' vs 'Control', 33 controlli) e' pero' molto piu' povera di quella del riferimento ('DU145_Tamoxifen_24h' vs 'DU145_UNTREATED')."
cgroup_L5_6df6a50e,GSE217423,C,Sola riscrittura con perdita di dose e tempo; materiale appaiato in entrambe.
cgroup_L5_6df6a50e,GSE225537,C,Sola riscrittura ('Sorafenib 10 uM (Replicates)' contro 'Sorafenib 10 uM').
cgroup_L5_6df6a50e,GSE227609,C,Sola riscrittura con perdita della linea ('Sorafenib Treated' vs 'Vehicle Control' contro 'HCT 15 sorafenib' vs 'HCT 15 vehicle').
cgroup_L5_6df6a50e,GSE184427,C,USCITO verso sei entita' (fra cui enzalutamide e imatinib). Studio PDX multi-farmaco su modelli LuCaP: la riga e' per studio e l'etichetta non stabilisce quale attribuzione sia quella giusta.
cgroup_L5_6df6a50e,GSE242333,A,USCITO: 'Huh7 ... sorafenib' vs 'Huh7 ... DMSO' era una coppia pulita; ora non e' poolata.
cgroup_L5_6df6a50e,GSE98431,A,USCITO: due coppie 'Sorafenib 1 uM' vs 'Vehicle Control' non sono piu' poolate.
cgroup_L5_6df6a50e,GSE99536,A,USCITO: 'Sorafenib 1uM 24h' vs 'DMSO 24h' e la gemella a 8h erano appaiate nel tempo; ora non sono poolate.
cgroup_L5_702a5dea,GSE110397,B,ENTRATO con coppia appaiata per linea ('H2030 Trametinib' vs 'H2030 Vehicle').
cgroup_L5_702a5dea,GSE118548,C,Sola riscrittura ('Trametinib' vs 'DMSO' contro le stesse con '(2 replicates)').
cgroup_L5_702a5dea,GSE206267,B,Ora due coppie appaiate per linea (KP4 e MiaPaca2); il riferimento aveva solo MiaPaca2.
cgroup_L5_702a5dea,GSE207645,B,ENTRATO con 'Trametinib' vs 'DMSO'; il riferimento non lo poolava.
cgroup_L5_702a5dea,GSE217421,C,"Il riferimento aveva una sola coppia esplicitamente appaiata sul materiale ('Trametinib-treated cardiac myocytes (donor 1)'); ora ce ne sono due e la seconda porta il descrittore non risolvibile 'MSN01 cells'. L'etichetta non stabilisce se MSN01 sia la stessa linea di cardiomiociti: non posso dire che il nuovo sbagli, ma e' l'unica ragione per cui questo gruppo resta incerto."
cgroup_L5_702a5dea,GSE228090,C,Sola riscrittura ('UM004_trametinib_rna' contro 'UM004_trametinib').
cgroup_L5_702a5dea,GSE64550,B,ENTRATO con lo shRNA su ENTRAMBI i bracci ('HCC364 + trametinib + shYAP1' vs 'HCC364 + DMSO + shYAP1').
cgroup_L5_702a5dea,GSE138780,A,USCITO: quattro coppie appaiate per linea (SUM-229PE Day 1/14/35 contro lo stesso DMSO). Il riuso di un unico controllo non e' un difetto leggibile - coerentemente con come tratto GSE228631 e GSE145382 - quindi la perdita e' una perdita di dato usabile.
cgroup_L5_702a5dea,GSE146096,C,USCITO dal trametinib e finito sotto lapatinib e sorafenib. Pannello di screening multi-farmaco: l'etichetta non decide quale esecuzione attribuisca bene questi campioni.
cgroup_L5_702a5dea,GSE152705,A,USCITO: 'Mel202 + Trametinib' vs 'Mel202 + DMSO' era pulita e appaiata per linea; ora non e' poolata.
cgroup_L5_702a5dea,GSE252002,A,"USCITO verso CHEBI:167670 mentre l'etichetta dice 'ASPC1 + Trametinib' contro 'ASPC1 + DMSO'. Non e' un pannello: e' frammentazione dello stesso farmaco su due chiavi, cioe' potenza persa, non un contrasto sbagliato."
