study_id,caso,meccanismo,motivo
GSE131726,B,lo studio entra o esce dal pooling,"ENTRATO con 'LNCaP + DHT' contro 'LNCaP + ethanol (control)', appaiato: il riferimento lasciava fuori uno studio valido."
GSE131732,A,altro,"Era in questo gruppo con ""IL-1beta"" vs ""vehicle"", coppia pulita, e ora non e' poolato da nessuna parte: perdita netta del run nuovo."
GSE132270,C,l appaiamento del braccio di controllo cambia,"Correggo il lettore, che dava A. Le tre coppie sono appaiate sul tempo in entrambe le esecuzioni; la sola differenza e' che il riferimento nominava il donatore sul trattato (e in un caso anche sul controllo). Nessuna delle due versioni mostra due donatori DIVERSI: il presunto mismatch non era leggibile nemmeno prima."
GSE132500,B,lo studio entra o esce dal pooling,"Entra ora con ""Erlotinib"" vs ""DMSO""; nel riferimento non era poolato in nessuna meta-analisi e non ha difetti leggibili."
GSE132782,B,lo studio entra o esce dal pooling,ENTRATO con il knockdown presente su entrambi i bracci: il pladienolide B e' isolato correttamente e prima lo studio non era poolato affatto.
GSE132958,C,solo la formulazione dell etichetta cambia,Solo riscrittura del trattato («TNF-alpha stimulated» → «TNF-alpha»); l'asimmetria col «Nontargeting control» e' presente in entrambe le esecuzioni.
GSE133003,C,altro,Nel riferimento le etichette erano lunghe e mostravano `(transgene stable)` SOLO sul braccio trattato; ora sono simmetriche e corte (`LGD + YAP/TAZ siRNA` → `LGD + control siRNA`). Non si puo' decidere se il nuovo abbia corretto l'asimmetria o solo abbreviato l'etichetta nascondendola.
GSE133087,C,lo studio entra o esce dal pooling,"USCITO, ma l'etichetta del riferimento non decide: il controllo 'hPSCs, pancreas, Pancreatic Beta-like cells, Untreated' porta un termine in piu' del trattato 'hPSCs, Pancreatic Beta-like cells, Metformin'. Non e' leggibile se i due bracci fossero lo stesso materiale."
GSE133101,C,l appaiamento del braccio di controllo cambia,"Stessi tre contrasti, tutti appaiati per regione; cambia l'ordine delle parole."
GSE133567,C,il tempo o la dose vengono dichiarati o persi,"Il difetto e' identico nelle due esecuzioni ('CHL1AR991 palbociclib 2' vs 'CHL1 no treatment' prima, senza il '2' ora) e in entrambe lo studio ha come unico controllo 'CHL1 no treatment'. Cambia solo un indice di replica: nessuna delle due assegnazioni e' migliore."
GSE133684,A,lo studio entra o esce dal pooling,"USCITO. Il riferimento poolava 'PDAC, no perturbation' contro 'Healthy, no perturbation', caso-controllo senza difetti leggibili; ora non e' poolato in nessuna meta-analisi, su un gruppo che ha gia' solo 3 studi e Kish 1.9."
GSE134298,A,lo studio entra o esce dal pooling,"USCITO verso nessuna meta-analisi. Nel riferimento 'MCF10A TGF-beta-1 6 days' contro 'MCF10A 6 days': appaiato nel tempo, sulla linea e sull'entita'. Contributo corretto perso."
GSE134395,B,l appaiamento del braccio di controllo cambia,Il riferimento appaiava 'TGFb1 (Disease Model)' con 'Untreated (Case)' — bracci non appaiati sul modello. Ora sono 'TGFb1 (disease model)' contro 'Untreated (disease model)': il nuovo run corregge un disallineamento leggibile.
GSE134497,C,solo la formulazione dell etichetta cambia,"Riferimento 'Bipolar Disorder - Differentiation' contro 'Healthy Control - Differentiation' (qualificatore su entrambi i bracci); ora 'Bipolar Disorder' contro 'Healthy Control'. Stesso contrasto; il nuovo perde l'informazione sul materiale, il vecchio non la chiarisce."
GSE134580,C,solo la formulazione dell etichetta cambia,Sola riscrittura del controllo ('Normal weight controls' contro 'Healthy Control').
GSE134595,A,lo studio entra o esce dal pooling,USCITO verso nessuna meta-analisi. Nel riferimento 'Glioma Stem-Like Cells Stimulated with TGF-β' contro 'Glioma Stem-Like Cells Treated with ddH2O Vehicle Control': materiale e veicolo appaiati. Perdita.
GSE134737,A,l appaiamento del braccio di controllo cambia,"Nel riferimento un solo confronto (""...unaffected, hypoxia"" contro ""...normoxia""); ora tre, di cui uno appaia ""neuron"" a ""neurite"". Il nuovo run introduce il disallineamento di compartimento che decide il verdetto del gruppo."
GSE134817,B,lo studio entra o esce dal pooling,"ENTRATO: 'THP-1 cells treated with Flu for 6 hours' vs 'THP-1 cells treated with vehicle for 6 hours', appaiato per linea, veicolo e tempo."
GSE134896,B,altro,"Il riferimento poolava anche ""IL-1beta + P4"" contro ""vehicle"": un secondo agente presente solo nel trattato, cioe' il confronto isolava IL-1beta+P4 e non IL-1beta. Ora resta solo ""IL-1beta"" vs ""vehicle"": il run nuovo toglie un difetto leggibile."
GSE135055,A,lo studio entra o esce dal pooling,USCITO: «Heart Failure Case» vs «Healthy Control» e' un caso-controllo pulito e ora non e' poolato in nessuna meta-analisi.
GSE135215,B,lo studio entra o esce dal pooling,"Entra ora con ""Panc-410_Taxol_24h"" vs ""Panc-410_DMSO_24h"", appaiata per linea e per tempo; nel riferimento non era poolato."
GSE135251,C,l appaiamento del braccio di controllo cambia,"Quattro confronti per paziente contro 'Control' ora, uno solo ('NAFLD early stage (donor 112)' vs 'Healthy Control') nel riferimento. Entrambe le forme sono caso-controllo appaiate per materiale; cambia la granularita' e, con essa, il peso dello studio."
GSE135458,C,l appaiamento del braccio di controllo cambia,"Due confronti ora ('HCT116 E33Q MED12 knock-in IFN-gamma'→'...untreated' e 'HCT116 IFN-gamma'→'HCT116 untreated'), uno nel riferimento ('HCT116 wild-type IFN-gamma 24h'→'HCT116 wild-type untreated'). Tutti appaiati entro genotipo."
GSE135485,C,solo la formulazione dell etichetta cambia,"'Endometriosis' contro 'Healthy Endometrium' ora, 'Endometriosis patients' contro 'Healthy controls' nel riferimento: stesso contrasto, formulazione diversa."
GSE135527,A,lo studio entra o esce dal pooling,"USCITO da ogni pooling; era 'TSC1+ Bladder Cancer THZ1 100nm' contro 'TSC1+ DMSO', appaiato sul genotipo."
GSE135640,C,solo la formulazione dell etichetta cambia,Sola riscrittura ('LPS (double)' vs 'Mock' contro 'treated with LPS' vs 'treated with mock'); stesso contrasto.
GSE135753,A,lo studio entra o esce dal pooling,USCITO: 'LPS Treated Human Macrophages' vs 'Untreated Human Macrophages' era pulita; ora non e' poolata.
GSE135870,B,lo studio entra o esce dal pooling,"Uscito, e giustamente: era 'HCT116_Nutlin-3a' vs 'HCT116_bivalent_peptide_DMSO', cioe' il CONTROLLO portava un agente in piu' che il trattato non ha."
GSE135879,C,l appaiamento del braccio di controllo cambia,"Entrambe appaiano linea per linea ('22PC_R1881' vs '22PC_DMSO'); il nuovo ne pesca 2 dove il vecchio ne pescava 4 (perde LAPC4 e VCaP, anch'essi appaiati). Perdita di potenza, non di correttezza."
GSE136371,C,altro,Caso-controllo in entrambe; il nuovo passa da 2 a 3 entry aggiungendo «CF_Female» vs «Healthy_Controls_2» e sdoppiando i pool di controllo. Nessuna etichetta smentisce l'altra.
GSE136725,B,l appaiamento del braccio di controllo cambia,"Il riferimento poolava anche 'Bortezomib-treated bone marrow' contro 'Untreated MM1.S', cioe' materiali diversi fra i bracci; ora resta la sola coppia appaiata. Difetto rimosso."
GSE137056,C,l appaiamento del braccio di controllo cambia,Il riferimento aveva la sola dose '0.4 µM'; ora si aggiunge 'Doxorubicin (High)' contro lo stesso 'Control (No Treatment)'. Entrambi i confronti nuovi sono appaiati: guadagno di bracci.
GSE137297,A,lo studio entra o esce dal pooling,"Uscito. Era 'HCT116 + Nutlin-3A' vs 'HCT116 + DMSO': stessa linea sui due bracci, confronto pulito, perso per omissione."
GSE137344,A,lo studio entra o esce dal pooling,"Uscito. Nel riferimento ""Crohn's Disease (Case)"" contro ""Healthy Control"": nessun difetto leggibile, perdita netta."
GSE137619,B,cambia la granularita: etichetta piu ricca o piu povera,"Ora due coppie (Donor 1 e Donor 2) contro l'unica del riferimento; nessun difetto introdotto, anche se il controllo e' etichettato in modo meno specifico."
GSE137702,B,lo studio entra o esce dal pooling,"ENTRATO con ""BT-245 selinexor"" contro ""BT-245 control"": stessa linea, nessun difetto leggibile."
GSE138082,A,l appaiamento del braccio di controllo cambia,"Nel riferimento il confronto era doppiamente appaiato e leggibile: 'CA1 schizophrenia OFF' vs 'CA1 control OFF' (stessa regione, stessa condizione OFF sui due bracci). Ora lo studio non e' poolato in nessuna meta-analisi: il run nuovo perde un'assegnazione che il vecchio azzeccava."
GSE138209,A,lo studio entra o esce dal pooling,"USCITO: portava `THP-1_DMSO_PMA` → `THP-1_DMSO`, appaiato sulla stessa linea e con lo stesso veicolo; ora non e' poolato in nessuna meta-analisi. Il gruppo scende da 5 studi a 3."
GSE138252,B,lo studio entra o esce dal pooling,ENTRATO con due coppie appaiate per camera («Heart Failure Heart Left Atrium» vs «Control Heart Left Atrium» e l'omologa destra); il riferimento non lo poolava affatto.
GSE138614,C,cambia la granularita: etichetta piu ricca o piu povera,Le righe 'MS4_Control'/'MS5_Control'/'MS6_Control' del riferimento non sono decidibili: il prefisso nomina un donatore con SM e '_Control' puo' indicare la sua regione non lesionata. Non e' provato ne' che il vecchio poolasse controllo-contro-controllo (tesi del lettore) ne' che lo faccia il nuovo (tesi del critico B).
GSE138691,A,lo studio entra o esce dal pooling,ENTRATO portando dentro il confronto con materiale discordante: il riferimento non lo poolava e quindi non aveva questo difetto.
GSE138730,B,lo studio entra o esce dal pooling,"Entra ora con ""Huh7 thapsigargin 16h"" vs ""Huh7 negative control"", stessa linea sui due bracci; nel riferimento non era poolato in nessuna meta-analisi."
GSE138780,A,lo studio entra o esce dal pooling,USCITO: quattro coppie appaiate per linea (SUM-229PE Day 1/14/35 contro lo stesso DMSO). Il riuso di un unico controllo non e' un difetto leggibile - coerentemente con come tratto GSE228631 e GSE145382 - quindi la perdita e' una perdita di dato usabile.
GSE139003,A,lo studio entra o esce dal pooling,"Uscito con tre confronti puliti ('Nutlin-3a 6h', '9h', '12h' contro 'DMSO'), tutti persi per omissione: il gruppo scende da 8 studi a 4."
GSE139179,B,lo studio entra o esce dal pooling,"Uscito. Nel riferimento ""Crohn's disease, ascending colon"" e ""...descending colon"" contro ""Healthy, sigmoid colon"": sede discordante fra i bracci, la stessa classe di difetto che resta in GSE193677. Toglierlo elimina un difetto."
GSE139233,B,lo studio entra o esce dal pooling,"Uscito. Nel riferimento ""Hypoxia pH 6.0"" contro ""Normoxia pH 7.4"" faceva variare due cose insieme: toglierlo elimina un difetto leggibile."
GSE139393,B,lo studio entra o esce dal pooling,ENTRATO con coppia appaiata per linea ('Ishikawa cells treated with R5020' vs 'Untreated Ishikawa cells'); controllo untreated dentro il tipo dichiarato dal gruppo.
GSE139546,B,l appaiamento del braccio di controllo cambia,"Recuperata la seconda coppia ('p53 siRNA + Nutlin' vs 'p53 siRNA'), col siRNA appaiato sui due bracci; il riferimento ne poolava una sola."
GSE139862,C,solo la formulazione dell etichetta cambia,"'PAEC passage 3 treated with Nutlin-3' contro 'PAEC passage 3 treated with DMSO' ora e la stessa coppia con dose e tempo nel riferimento: stesso contrasto, passaggio appaiato in entrambi."
GSE140089,A,lo studio entra o esce dal pooling,"Uscito. Era 'Parkinson's Disease, no treatment' vs 'Control, no treatment': caso-controllo pulito con lo stesso stato di trattamento sui due bracci, perso per omissione."
GSE140347,C,il tempo o la dose vengono dichiarati o persi,Stesso confronto UCSD-AML1 decitabina contro non trattato; il riferimento dichiarava anche la dose (100 nM).
GSE140702,A,lo studio entra o esce dal pooling,USCITO: 'Neurotypical LPS' vs 'Neurotypical Vehicle' era appaiata sul fondo; ora non e' poolata.
GSE140758,B,l appaiamento del braccio di controllo cambia,"Da 1 a 2 confronti: entra ""Fulvestrant 0.1nM MCF-7 Disease Model"" vs ""Vehicle (0.01% DMSO) MCF-7 Disease Model"", appaiato su modello e veicolo."
GSE140900,C,solo la formulazione dell etichetta cambia,Stesso contrasto contro 'no treatment'; cambia solo la grafia dell'agente.
GSE141236,A,altro,"Il run nuovo AGGIUNGE 'HCMV/M. mass co-infection' vs 'Vehicle control', che porta dentro un secondo patogeno presente solo nel trattato; il riferimento aveva il solo 'Monocytes exposed to HCMV' vs 'Uninfected THP-1 cells (control)', pulito. Il difetto del gruppo nasce qui."
GSE141585,C,altro,Le due esecuzioni poolano gli stessi due confronti con le stesse etichette: il difetto del co-trattamento SB-3CT e' comune a entrambe.
GSE142381,B,lo studio entra o esce dal pooling,"ENTRATO. 'HKC_Decitabine_300nM' contro 'HKC_DMSO': stessa linea, veicolo appaiato, entita' giusta. Il riferimento non lo poolava affatto."
GSE142383,C,solo la formulazione dell etichetta cambia,"'BKO-98 ATRA' contro 'BKO-98 untreated' ora, 'SH SY5Y BKO-98 ATRA Treated' contro 'SH SY5Y BKO-98 Untreated Control' nel riferimento: stesso contrasto, la nuova etichetta perde solo il nome della linea parentale."
GSE142417,A,lo studio entra o esce dal pooling,USCITO verso nessuna meta-analisi. Nel riferimento 'TGFB1 (VS007)' contro 'Control (VS007)': stessa linea sui due bracci. Perdita.
GSE142560,A,l appaiamento del braccio di controllo cambia,Il riferimento aveva DUE coppie col genotipo appaiato (Mir146KO e WT); ora resta solo il Mir146KO. Coppia pulita persa.
GSE142582,C,altro,"Il nuovo run aggiunge 'Psoriasis non-lesion' contro 'Healthy skin control' al confronto lesionale gia' presente nel riferimento. Entrambe le letture sono difendibili — cute non lesionale di paziente psoriasico contro cute sana resta paziente contro sano, ma non e' il contrasto lesionale — e l'etichetta non decide quale insieme sia quello giusto."
GSE142620,B,l appaiamento del braccio di controllo cambia,"Il nuovo aggiunge ""IL1beta day 6 posttreatment"" vs ""Control day 6 posttreatment"", appaiato per giorno come gli altri quattro. Guadagno di un confronto pulito, nessuna coppia rotta."
GSE142706,A,lo studio cambia gruppo / entita,"ENTRATO: nel riferimento non era poolato in nessuna meta-analisi, ora entra con un confronto a linee non appaiate ('LNas1 + IL-1 alpha' → 'LNCaP untreated'). L'entita' e' quella giusta, ma l'etichetta DECIDE che i bracci sono linee diverse: il nuovo porta dentro un difetto che prima non c'era."
GSE143588,A,lo studio entra o esce dal pooling,"Uscito. 'Sorted cSCC-PDX Cells Treated with Gefitinib' → 'Sorted cSCC-PDX Cells', stesso materiale sui due bracci; ora non poolato. Perdita senza difetto leggibile."
GSE143782,B,lo studio entra o esce dal pooling,ENTRATO con confronto appaiato sullo stesso donatore (`Donor #40` su entrambi i bracci).
GSE143905,C,solo la formulazione dell etichetta cambia,Stesso contrasto con formulazione diversa: 'R1881 (10uM)' vs 'Ethanol (control)' contro 'R1881 Treated' vs 'Ethanol (Vehicle Control)'.
GSE144378,C,l appaiamento del braccio di controllo cambia,"Il riferimento aveva anche 'MCF7L tamoxifen' contro 'MCF7L untreated', appaiato come il T47D rimasto: solo potenza."
GSE144484,C,solo la formulazione dell etichetta cambia,Stesso contrasto scritto in due modi ('U2OS Osteosarcoma + IFNG'→'U2OS Osteosarcoma Control' contro 'IFNG Stimulated'→'Control (Untreated)').
GSE145065,C,solo la formulazione dell etichetta cambia,"Sola riformulazione: ora 'Sjogren's syndrome PBMCs' vs 'Healthy PBMCs', prima 'Sjogren's syndrome case' vs 'Healthy control'. Il nuovo dichiara in piu' il materiale."
GSE145141,A,lo studio entra o esce dal pooling,"USCITO. Nel riferimento 'MDA-MB-231 Doxorubicin + ZMYND8 Overexpression (48h)' contro 'MDA-MB-231 ZMYND8 Overexpression': la sovraespressione sta su entrambi i bracci e la doxorubicina resta isolata, membro pulito. Ora non e' poolato: perdita per omissione."
GSE145154,C,solo la formulazione dell etichetta cambia,"Stesso contrasto ventricolo-contro-ventricolo, cambia solo la forma dell'etichetta."
GSE145316,C,l appaiamento del braccio di controllo cambia,"'MCF7_Palbociclib' vs 'MCF7_DMSO' contro 'MCF7 WT + Palbociclib' vs 'MCF7 WT + DMSO': due scritture della stessa coppia, entrambe appaiate."
